street,project,district,lat,lng,num_schools_1km,num_supermarkets_500m,num_mrt_stations_500m
ROBERTSON QUAY,ROBERTSON 100,9,1.29111208915593,103.837821344301,2,0,4
THOMSON ROAD,368 THOMSON,11,1.3270913316471,103.841978573745,9,2,3
TREVOSE CRESCENT,THE GLYNDEBOURNE,11,1.32222533352038,103.823597825035,4,1,4
STEVENS DRIVE,STEVENS LOFT,10,1.31793261282558,103.826490590389,6,1,2
CHOA CHU KANG LOOP,NORTHVALE,23,1.38683857399065,103.744781738443,4,2,1
YISHUN CLOSE,SYMPHONY SUITES,27,1.43456191549725,103.844362842957,8,1,0
FLORA ROAD,THE GALE,17,1.35900307841177,103.96686932054,3,1,0
UPPER EAST COAST ROAD,THE DAFFODIL,16,1.31602164556244,103.94567558931,2,0,2
FLORA ROAD,EDELWEISS PARK CONDOMINIUM,17,1.35639824853602,103.96773406082,1,1,0
JOO CHIAT TERRACE,PALM LOFT,15,1.31461533619848,103.903415773085,3,2,1
BALESTIER ROAD,ASCENT @ 456,12,1.32657360790909,103.848359893837,3,2,2
ROBERTSON QUAY,RIVERSIDE 48,9,1.29092617225007,103.839799908617,2,2,6
UPPER EAST COAST ROAD,EASTERN LAGOON,16,1.31352005248552,103.933093563916,2,0,1
RIVER VALLEY GROVE,2 RVG,9,1.29644995684098,103.834439535286,5,3,5
WESTWOOD AVENUE,WESTWOOD RESIDENCES,22,1.35189778502259,103.696214899323,2,1,0
LEONIE HILL,LEONIE SUITES,9,1.29876714993881,103.831774344575,5,0,5
EVERITT ROAD NORTH,CENTRINA,15,1.31609273339964,103.901682588357,4,6,2
ST. THOMAS WALK,SKYPARK,9,1.29717525117902,103.836032712174,5,2,4
JALAN MERLIMAU,NOVENA LODGE,11,1.32357151793004,103.841133415932,8,4,2
YISHUN STREET 51,THE CRITERION,27,1.41812574615209,103.845416491236,5,2,0
ST. PATRICK'S ROAD,SEVENTY SAINT PATRICK'S,15,1.3083858414971,103.915269409353,6,1,1
TELOK KURAU ROAD,JI XIANG COURT,15,1.31356852036011,103.910644541702,6,0,2
HEMMANT ROAD,VERSAILLES,15,1.31167742470116,103.890523888329,8,1,4
LIM AH PIN ROAD,HARMONY @ 1A,19,1.36351876042906,103.888020177163,3,0,2
EDGEDALE PLAINS,THE AMORE,19,1.39901694807935,103.913046424081,5,4,0
FARRER ROAD,SPANISH VILLAGE,10,1.31439790095774,103.805164614791,3,0,1
TANGLIN ROAD,TANGLIN REGENCY,10,1.29204406249352,103.815997544385,2,0,1
HILLVIEW AVENUE,HILLBROOKS,23,1.35888577009923,103.762618572073,0,0,1
LEONIE HILL,THE LUMOS,9,1.29906600768056,103.832068608699,5,1,5
CAIRNHILL CIRCLE,THE LIGHT @ CAIRNHILL,9,1.30644832933558,103.838413078586,6,1,5
PATERSON ROAD,PATERSON RESIDENCE,9,1.30167305661383,103.830028721396,2,2,4
FABER WALK,WATERFRONT @ FABER,5,1.32349608758894,103.755359395053,1,0,0
BISHAN STREET 15,SKY HABITAT,20,1.35254238674324,103.851716848542,13,3,2
JANSEN ROAD,MINT RESIDENCES @ JANSEN,19,1.35986735718564,103.877423098448,3,0,1
HOUGANG STREET 32,PARC VERA,19,1.3637671441634,103.895314741866,4,1,1
LORONG CHUAN,CHUAN PARK,19,1.35202130773919,103.860771976676,8,0,1
NASSIM HILL,THE LOFT,10,1.30713480971069,103.822118776986,0,2,2
JALAN NOVENA,NOVENA HILL,11,1.32376568191684,103.843395379054,6,6,1
UPPER EAST COAST ROAD,AQUARINE GARDENS,15,1.31350790003335,103.928148923304,4,1,1
MANDALAY ROAD,M21,11,1.32252212187302,103.848891107309,6,1,1
LORONG 14 GEYLANG,WING FONG MANSIONS/WING FONG COURT,14,1.31123149020159,103.879160105639,2,2,3
OXLEY RISE,ONE OXLEY RISE,9,1.29924811981195,103.841708895435,7,4,6
MARINA BOULEVARD,MARINA BAY RESIDENCES,1,1.279625798918,103.854987203774,0,1,8
PASIR PANJANG ROAD,THE ORIENT,5,1.28094771760363,103.783546603867,0,0,1
SOPHIA ROAD,CITYVALE,9,1.30204584534425,103.848101036366,3,5,10
TELOK BLANGAH ROAD,HARBOURLIGHTS,4,1.26618589994556,103.822744661427,1,3,3
UPPER EAST COAST ROAD,EASTERN LAGOON,15,1.31352005248552,103.933093563916,2,0,1
GUILLEMARD ROAD,CASSIA EDGE,14,1.3115742491255,103.885828118166,7,4,4
LORONG L TELOK KURAU,SUNSHINE LOFT,15,1.31099831906299,103.908046890845,4,1,2
CANBERRA DRIVE,THE VISIONAIRE,27,1.44557827237569,103.825599242522,2,1,2
RODYK STREET,8 RODYK,9,1.29021050421929,103.83756182148,2,0,5
ALEXANDRA VIEW,THE METROPOLITAN CONDOMINIUM,3,1.29055340203602,103.81563289788,2,1,1
HERTFORD ROAD,VANADIUM,8,1.31274690453463,103.847597879821,7,1,4
HILLVIEW AVENUE,HILLVIEW HEIGHTS,23,1.36118814879081,103.765053074687,3,1,2
MOUNTBATTEN ROAD,OLA RESIDENCES,15,1.30277559201447,103.89862644703,6,1,2
SHELFORD ROAD,THE SHELFORD,11,1.32526608685309,103.811987550207,7,4,3
SIGLAP ROAD,MANDARIN GARDENS,15,1.30669967284957,103.925753988471,5,0,1
KING ALBERT PARK,1 KING ALBERT PARK,21,1.33657351759693,103.780297255982,1,3,2
LORONG K TELOK KURAU,COSTA ESTE,15,1.31228274672898,103.90955975689,5,1,1
CAMBRIDGE ROAD,D'CAMBRIDGE,8,1.31483389413517,103.848446660151,7,1,4
NATHAN ROAD,NATHAN PLACE,10,1.29537368057774,103.826206382484,1,2,2
LORONG M TELOK KURAU,MELINIA COURT,15,1.31079892499905,103.91290436723,6,0,1
MAR THOMA ROAD,THE ELYSIA,12,1.32660081588209,103.861958241686,5,3,2
CANBERRA DRIVE,THE BROWNSTONE,27,1.44605090505522,103.827051427084,2,1,2
ORCHARD ROAD,THE CENTREPOINT,9,1.30145045537088,103.840034074858,8,3,6
MERGUI ROAD,PRISTINE HEIGHTS,8,1.31693935432289,103.851895065804,7,2,2
HOLLAND ROAD,DE LENTE,10,1.31176940658246,103.801709961483,0,0,2
FARRER ROAD,THE LEVELZ,10,1.31353233527505,103.804996735084,3,0,2
LORONG H TELOK KURAU,PALM OASIS,15,1.31612782815975,103.908489319912,2,0,2
JALAN LABU MERAH,SUNSHINE GROVE,19,1.34626320392097,103.873932151324,5,1,4
CHESTNUT AVENUE,TREE HOUSE,23,1.36984201740928,103.776039105676,2,0,0
EAST COAST TERRACE,AXIS @ SIGLAP,15,1.31186408450582,103.923826324456,8,2,1
PASIR RIS LINK,WATERCOLOURS,18,1.37647034302247,103.959846533938,3,0,0
LORONG MYDIN,ASTORIA PARK,14,1.32114327931913,103.911808337852,2,2,2
LORONG CHUAN,RESIDENTIAL APARTMENTS,19,1.35126030066693,103.86221896883,9,0,1
LORONG M TELOK KURAU,MERIDIAN 38,15,1.31030754275962,103.910857272453,8,1,1
JALAN MATA AYER,EUPHONY GARDENS,27,1.42547005593325,103.824969746542,1,0,0
UPPER BUKIT TIMAH ROAD,THE LINEAR,23,1.37539461680906,103.762846423505,5,1,2
RIVER VALLEY GROVE,LUMA,9,1.29679910840731,103.83459713454,5,4,5
ANG MO KIO AVENUE 8,CENTRO RESIDENCES,20,1.3703043031814,103.848386313887,6,2,1
TAO CHING ROAD,LAKE LIFE,22,1.33215538990119,103.723817615498,2,2,0
LENGKONG EMPAT,ESCADA VIEW,14,1.32899344664489,103.91347731741,1,2,3
LORONG BANDANG,AQUENE,15,1.31442952129569,103.909113128686,3,0,2
TELOK KURAU ROAD,RESIDENCE 66,15,1.316425631178,103.908664331481,3,0,2
KAY POH ROAD,KASTURINA LODGE,10,1.29640300522907,103.829758292446,2,4,5
BUKIT TIMAH ROAD,THE STERLING,21,1.33575596517088,103.782110387097,1,2,2
CHANGI ROAD,MERA EAST,14,1.3178260401216,103.909308065962,4,0,2
SEGAR ROAD,BLOSSOM RESIDENCES,23,1.3893458855585,103.770294815646,2,2,0
JERVOIS CLOSE,ONE JERVOIS,10,1.29291188755951,103.825071632136,2,3,3
TANJONG RHU ROAD,CASUARINA COVE,15,1.29751430565974,103.874514479809,2,0,2
FERNVALE LANE,THE TOPIARY,28,1.38887143127704,103.872017156345,1,3,0
TOH TUCK ROAD,HIGH OAK CONDOMINIUM,21,1.33904654811642,103.771587753402,3,1,1
ROSYTH AVENUE,TREASURE MANSIONS,19,1.36155858286254,103.877629237437,2,0,1
KOON SENG ROAD,KOON SENG COURT,15,1.3129501659887,103.905667434406,3,0,1
ANCHORVALE CRESCENT,THE VALES,19,1.39698419584592,103.89439939012,4,1,1
EDGEFIELD PLAINS,WATERBAY,19,1.40097084130153,103.907669080474,9,4,1
JALAN LOYANG BESAR,JLB RESIDENCES,17,1.37908988698315,103.960558475679,3,0,0
TAN QUEE LAN STREET,TANQUEELAN SUITES,7,1.29831083277688,103.856652273902,4,3,11
SHAN ROAD,SHAN GATE APARTMENTS,12,1.32591275851831,103.846864567537,9,3,2
BUTTERWORTH LANE,WORTHINGTON,15,1.31282978234139,103.895910698856,10,6,3
SEMBAWANG CRESCENT,PARC LIFE,27,1.44369946991503,103.818597271496,2,2,1
LINCOLN ROAD,IRIDIUM,11,1.31513812749678,103.842640203235,10,2,3
LEEDON ROAD,LEEDON 2,10,1.31291902869754,103.796984203708,0,3,4
JALAN MEMBINA,CENTRAL GREEN CONDOMINIUM,3,1.28519576156367,103.827677219577,1,3,2
DUCHESS AVENUE,DUCHESS ROYALE,10,1.32420309927884,103.8061775148,13,2,2
UPPER EAST COAST ROAD,THE CALYPSO,16,1.31501566171397,103.943470472129,2,0,2
RAMBAI ROAD,SUNSHINE REGENCY,15,1.31141631082382,103.905338016729,7,2,2
BUANGKOK GREEN,HOUGANG GREEN,19,1.37992376908674,103.887491361899,9,1,1
YISHUN STREET 51,SIGNATURE AT YISHUN,27,1.41696952433092,103.84455199927,3,2,0
BUKIT TIMAH ROAD,THE LEGACY,10,1.32104508345244,103.822639719508,4,0,4
SERAYA ROAD,SERAYA BREEZE,15,1.30592650396308,103.899801800469,7,1,2
PUNGGOL FIELD WALK,FLO RESIDENCE,19,1.39184675107192,103.913039039387,4,1,0
RIVER VALLEY ROAD,VALLEY PARK,10,1.29273043457202,103.842248021629,3,1,9
TANJONG RHU ROAD,SANCTUARY GREEN,15,1.2959707477639,103.871750424041,0,0,3
PUNGGOL FIELD,PRIVE,19,1.39194397702192,103.912515361455,4,1,0
PUNGGOL WALK,A TREASURE TROVE,19,1.40604382878848,103.899379746577,5,6,1
SHELFORD ROAD,D'CHATEAU @ SHELFORD,11,1.32809614767202,103.81198826246,7,0,3
LORONG 27A GEYLANG,BALMY COURT,14,1.31415835134435,103.884949577853,5,4,4
JALAN NOVENA BARAT,NOVENA COURT,11,1.32293182556871,103.841987091964,8,4,2
PASIR RIS RISE,SEA HORIZON,18,1.37591819779032,103.958797848133,3,2,0
SARKIES ROAD,THE HERMITAGE,10,1.31458588919367,103.836877329386,6,1,2
LORONG MARZUKI,MILL CREEK,14,1.31955327216571,103.909937629963,2,2,2
DUKU ROAD,THE LUSH,15,1.3091340218359,103.904977792347,7,5,1
UPPER SERANGOON VIEW,HERON BAY,19,1.37599314442815,103.903643859593,3,1,0
HILLVIEW AVENUE,HILLVIEW PARK,23,1.36470196051695,103.765594140044,3,1,2
KEPPEL BAY VIEW,REFLECTIONS AT KEPPEL BAY,4,1.26816216653267,103.814379904552,0,0,3
GILSTEAD ROAD,GILSTEAD TWO,11,1.31496035037871,103.838459402687,10,1,3
TAMPINES AVENUE 8,ARC AT TAMPINES,18,1.34972244708859,103.927836018905,0,1,0
DALVEY ROAD,DLV.,10,1.31547211014542,103.825103568175,4,0,2
JOO CHIAT PLACE,SUNSHINE MANSIONS,15,1.31489095859612,103.907792137947,2,0,2
TAMPINES AVENUE 1,WATERVIEW,18,1.34793724474343,103.926272632348,0,0,0
UPPER PAYA LEBAR ROAD,BAYOU RESIDENCE,19,1.3463320293382,103.880240670377,8,0,3
DUNEARN ROAD,GARDENVISTA,21,1.33856345031166,103.779679697449,1,1,2
SENGKANG EAST AVENUE,AUSTVILLE RESIDENCES,19,1.3809657561666,103.900820298646,7,1,1
JOO CHIAT PLACE,RESIDENTIAL APARTMENTS,15,1.31442580424003,103.907185667284,3,0,2
JOO CHIAT TERRACE,EASTWIND MANSIONS,15,1.31427299639943,103.9023720141,4,7,1
WOODLEIGH CLOSE,EURO-ASIA PARK,13,1.33638147508185,103.867687209306,6,3,2
RIVIERA DRIVE,RIVIERA RESIDENCES,16,1.31606251408169,103.942608137519,3,0,2
TAMPINES CENTRAL 7,CITYLIFE@TAMPINES,18,1.35997260601034,103.940700281178,7,1,2
LORONG K TELOK KURAU,ESPIRA RESIDENCE,15,1.31289479727385,103.912335625355,7,0,2
WOODLANDS AVENUE 5,BELLEWOODS,25,1.432723484346,103.801172745628,4,1,1
BEACH ROAD,CONCOURSE SKYLINE,7,1.30026689906653,103.861865589801,2,0,7
LORONG L TELOK KURAU,THE GRANDIFLORA,15,1.31271535895398,103.913784894594,7,0,2
PASIR PANJANG ROAD,THE SPECTRUM,5,1.29139945043899,103.768850992913,0,0,0
JURONG EAST AVENUE 1,PARC OASIS,22,1.34314435806193,103.734088857043,5,1,1
JALAN LOYANG BESAR,BLUWATERS,17,1.37976059991781,103.963077852592,1,0,0
DRAYCOTT DRIVE,J C DRAYCOTT,10,1.30987538864486,103.830978929086,0,5,4
DUNMAN ROAD,DUNMAN REGENCY,15,1.30960772754814,103.893348276924,9,0,3
EVELYN ROAD,EVELYN MANSIONS,11,1.31649465009912,103.839103883927,10,3,3
SOPHIA ROAD,SOPHIA RESIDENCE,9,1.30158083491052,103.848507995671,3,4,11
HOLLAND ROAD,SYLVAN LODGE,10,1.31263448713718,103.798064584264,0,3,1
LORONG G TELOK KURAU,THE TREELINE,15,1.31760861704211,103.913776798256,1,0,1
JOO CHIAT LANE,D' FRESCO,15,1.31232804035988,103.903812210573,6,2,1
MEYAPPA CHETTIAR ROAD,THE ADDITION,13,1.33075680697436,103.867230643479,5,3,1
TELOK BLANGAH DRIVE,HARBOUR VIEW TOWERS,4,1.27201238848312,103.80851431688,2,4,2
NEWTON ROAD,NEWTON SUITES,11,1.31640035574617,103.841671833933,10,3,3
LEICESTER ROAD,PLATINUM EDGE,13,1.33049374673132,103.866847859959,6,3,1
KANDIS LINK,KANDIS RESIDENCE,27,1.45643625409312,103.837218581465,0,0,0
JALAN LEMPENG,REGENT PARK,5,1.31725956103263,103.761545059068,6,2,1
MEYAPPA CHETTIAR ROAD,CASA MEYA,13,1.3308900874542,103.86689665078,5,3,1
CAIRNHILL CIRCLE,HILLTOPS,9,1.30726175508578,103.838536274396,6,0,5
LENTOR LOOP,BULLION PARK,26,1.39073624030461,103.837036693468,1,0,1
SHELFORD ROAD,28 SHELFORD,11,1.32930490165283,103.811999217829,4,0,3
PUNGGOL FIELD WALK,WATERWOODS,19,1.39092856649491,103.912165255152,4,1,0
KAMPONG EUNOS,LE REVE,14,1.31872198178905,103.906391160214,3,2,2
LORONG 8 GEYLANG,ASTON LODGE,14,1.31013061106888,103.877075411974,0,2,4
HAIG AVENUE,HAIG ELEVEN,15,1.30847014866947,103.89952410597,7,2,1
LORONG G TELOK KURAU,THE MEDLEY,15,1.31717253191527,103.911127649026,1,0,2
PETIR ROAD,MAYSPRINGS,23,1.37728755480684,103.76343057748,4,2,2
HINDHEDE DRIVE,LE WOOD,21,1.34709474344486,103.775782646855,0,1,1
DEPOT ROAD,THE INTERLACE,4,1.28220135422008,103.803023756097,2,0,0
SUNSET HEIGHTS,CLEMENTI PARK,21,1.3272830910875,103.768151232004,0,1,0
CLUB STREET,EMERALD GARDEN,1,1.28154862924483,103.846472570061,1,4,13
CANTONMENT ROAD,THE BEACON,2,1.27587483521415,103.840480994349,1,4,8
JALAN RAJAWALI,GRAND REGENCY,21,1.34330642786718,103.768846834849,3,0,1
WEST COAST CRESCENT,THE VISION,5,1.29825892605471,103.76504947778,0,1,0
LORONG K TELOK KURAU,E-SPACE,15,1.31407021454552,103.914849369981,6,0,2
CAIRNHILL CIRCLE,CAIRNHILL CREST,9,1.30557829834877,103.838140768626,6,3,5
LORONG H TELOK KURAU,THE AMBRA,15,1.31690926542148,103.912654196336,1,0,1
TEOW HOCK AVENUE,TREASURE GARDENS,19,1.36153218598022,103.880036891642,1,0,1
ST. FRANCIS ROAD,ST FRANCIS COURT,12,1.32437966274857,103.863833862679,5,2,3
LORONG G TELOK KURAU,THE SUNNIFLORA,15,1.31676282216463,103.909766484539,3,0,2
HINDHEDE WALK,SOUTHAVEN II,21,1.34612636607464,103.773471806293,1,1,1
TELOK KURAU ROAD,CADENCE LIGHT,15,1.31245177706174,103.911015132544,8,0,2
TEMBELING ROAD,TEMBELING COURT,15,1.30821669142473,103.904238079912,8,6,1
SUNRISE AVENUE,SUNRISE GARDENS,28,1.38969073093565,103.857170017555,0,0,0
BALMORAL PARK,JEWEL OF BALMORAL,10,1.31588531707827,103.827486151573,7,1,2
PASIR PANJANG ROAD,VILLAGE @ PASIR PANJANG,5,1.29087074155662,103.770066563415,0,0,0
TANJONG RHU ROAD,PALAZZETTO,15,1.29918111738579,103.883828609398,3,0,2
ANGSANA AVENUE,SENNETT ESTATE,13,1.33146282143768,103.874606559017,5,1,2
LORONG 3 GEYLANG,CANNE LODGE,14,1.31417485125009,103.873278239692,0,4,2
LORONG 30 GEYLANG,THE MIDAS,14,1.31287327322577,103.886114462631,5,5,5
PATERSON ROAD,PATERSON LINC,9,1.30319452443647,103.829984906389,2,5,3
CHOA CHU KANG AVENUE 3,THE RAINFOREST,23,1.38352132722057,103.748997170036,3,3,1
UPPER CIRCULAR ROAD,RIVERWALK APARTMENTS,1,1.28869085690305,103.848272010192,1,3,9
CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,9,1.30812038350771,103.837940839529,5,1,5
COMPASSVALE BOW,ESPARINA RESIDENCES,19,1.38189286322029,103.891374413035,8,3,1
PUNGGOL DRIVE,RIVERPARC RESIDENCE,19,1.39790429560192,103.917328758876,2,3,0
FLORA ROAD,AZALEA PARK CONDOMINIUM,17,1.36073621566409,103.963299396559,4,0,0
WOODGROVE DRIVE,THE WOODGROVE,25,1.42879898582682,103.781495092242,6,1,1
PASIR RIS DRIVE 1,BELYSA,18,1.37362918733813,103.941459628266,4,0,1
WILKIE ROAD,LE WILKIE,9,1.30284530720385,103.847903060812,4,5,10
GEYLANG ROAD,THE ARIZON,14,1.31371862266175,103.886588867863,5,4,5
LORONG L TELOK KURAU,LE CONNEY PARK,15,1.31224455095574,103.911705394041,9,0,2
LEITH PARK,LEITH GROVE,19,1.36230952965649,103.873853433408,2,0,0
WOODLANDS AVENUE 6,TWIN FOUNTAINS,25,1.43078926561652,103.799468949039,3,1,1
WOODSVILLE CLOSE,WOODSVILLE 28,13,1.33003597946809,103.868352136654,6,3,1
SHELFORD ROAD,SHELFORD 23,11,1.3278356548858,103.812234495947,7,1,3
MOULMEIN RISE,CITY EDGE,11,1.31953328897071,103.84662602278,5,5,1
BENCOOLEN STREET,THE BENCOOLEN,7,1.30166188823652,103.853356123694,5,8,13
WILKIE TERRACE,WILKIE REGENCY,9,1.30267872582258,103.849308090319,5,6,11
WEST COAST PARK,BOTANNIA,5,1.31803357100435,103.753527872969,4,0,0
ORCHARD ROAD,LUCKY PLAZA,9,1.3044637897474,103.834005158524,5,6,4
UPPER CHANGI ROAD EAST,CHANGI COURT,16,1.34306264921136,103.963167030106,1,2,3
EAST COAST ROAD,COASTARINA,15,1.30955905953909,103.918348621431,6,0,1
MARINE PARADE ROAD,COTE D'AZUR,15,1.30116875572355,103.90393142906,4,6,2
UPPER EAST COAST ROAD,THE SUMMIT,16,1.31535435087488,103.940768478997,3,0,2
TEMBELING ROAD,TEMBELING MANSIONS,15,1.3079858196511,103.90427001166,8,6,1
PARBURY AVENUE,PARBURY HILL CONDOMINIUM,16,1.31786260417115,103.9437304228,3,0,2
JALAN LOYANG BESAR,COASTAL VIEW RESIDENCES,17,1.37905482184639,103.961097744973,3,0,0
KEPPEL BAY DRIVE,CARIBBEAN AT KEPPEL BAY,4,1.26747019767944,103.815542991374,0,0,3
PATERSON ROAD,THE PATERSON EDGE,9,1.30259284877615,103.829675836055,2,3,3
DUNEARN ROAD,THE BLOSSOMVALE,21,1.33673935083253,103.782820735846,1,2,2
MINBU ROAD,D' IXORAS,11,1.32411334495333,103.849040669227,6,2,2
ENG KONG CRESCENT,ENG KONG GREEN,21,1.33595570623066,103.769290320199,3,0,1
FLORENCE ROAD,FIORENZA,19,1.36362256925727,103.885979254519,4,1,1
BEDOK RESERVOIR ROAD,WATERFRONT KEY,16,1.33780921329804,103.930957548361,4,1,1
BUKIT TIMAH ROAD,FLORIDIAN,21,1.33257600947573,103.785827347059,0,1,1
UPPER EAST COAST ROAD,CAMELODGE,15,1.31316952595243,103.92930608172,4,1,1
JALAN BUKIT HO SWEE,MERAPRIME,3,1.28705859767551,103.82778753198,1,3,2
CLUNY PARK ROAD,CLUNY PARK RESIDENCE,10,1.32193608150277,103.813870868929,5,4,4
SERANGOON ROAD,EURO-ASIA APARTMENTS,12,1.32333422243451,103.863847631639,5,2,2
CHOA CHU KANG NORTH 6,YEWTEE RESIDENCES,23,1.39729776002895,103.746524986925,4,2,1
ROCHESTER DRIVE,THE ROCHESTER RESIDENCES,5,1.30521073390523,103.788340566447,6,2,4
JALAN RAJAWALI,REGIS MANSIONS,21,1.34295026529862,103.768245398461,2,0,1
BUKIT BATOK STREET 52,GUILIN VIEW,23,1.35606274589378,103.752766962762,3,2,2
CHARLTON LANE,CHARLTON CORNER,19,1.35557651472076,103.881552486332,6,2,1
POH HUAT ROAD,FONTAINE PARRY,19,1.36678234485457,103.880125251863,3,0,1
SPOTTISWOODE PARK ROAD,SPOTTISWOODE PARK,2,1.27342074069167,103.837938952301,1,0,6
SIMS AVENUE,FUYUEN COURT,14,1.31610089372943,103.888998018255,5,3,4
RAMBAI ROAD,CANTIZ @ RAMBAI,15,1.31088889231666,103.905869255433,7,2,1
BUKIT TIMAH ROAD,MAPLE WOODS,21,1.33446965487025,103.785591035104,0,2,1
HAIG ROAD,HAIG APARTMENTS,15,1.3084842453717,103.898495041086,8,2,1
WEST COAST CRESCENT,WEST BAY CONDOMINIUM,5,1.29864589931753,103.765644018841,2,1,0
MACKENZIE ROAD,PARC MACKENZIE,9,1.3062554196251,103.847876483186,4,2,9
UPPER PAYA LEBAR ROAD,FRAGRANT GARDENS,19,1.34710741271184,103.879975620168,8,0,3
JALAN TUA KONG,CRESCENDO PARK,15,1.31338886288706,103.92635776294,4,2,1
WOODLANDS DRIVE 16,FORESTVILLE,25,1.43217636744867,103.799266249686,6,1,2
TANJONG RHU ROAD,PEBBLE BAY,15,1.29757037590242,103.872271395271,0,0,3
MOUNT SOPHIA,8 @ MOUNT SOPHIA,9,1.3014000099814,103.846196007806,6,3,9
CHAPEL ROAD,THE ADARA,15,1.30643705485425,103.907772789585,6,4,2
HAIG ROAD,DUNMAN VIEW,15,1.30995369949672,103.897073886398,9,1,2
FOCH ROAD,HOA NAM BUILDING,8,1.31272278331082,103.859959031862,2,9,5
EWE BOON ROAD,EWE BOON REGENT,10,1.31649011503328,103.830473293379,8,0,4
LOYANG BESAR CLOSE,WATERCREST,17,1.37776271751871,103.957380821299,3,2,0
EAST COAST ROAD,RESIDENTIAL APARTMENTS,15,1.30716413576698,103.929272210552,2,0,1
LORONG G TELOK KURAU,PALM VISTA,15,1.31726091776937,103.909586614002,4,0,2
PARI DEDAP WALK,TANAMERA CREST,16,1.33210494519976,103.942079542636,6,2,1
LORONG 1 TOA PAYOH,OLEANDER TOWERS,12,1.33335004690133,103.844102860065,13,1,4
JURONG WEST STREET 41,THE LAKESHORE,22,1.34580853500809,103.723382334919,2,2,1
LORONG G TELOK KURAU,THE SUNNIDORA,15,1.31673645941887,103.909627514227,3,0,2
PROME ROAD,NOVA 48,12,1.32502203689022,103.849099034618,5,2,2
LORONG N TELOK KURAU,THE NCLAVE,15,1.3107158736674,103.91510862562,7,0,1
LENGKONG EMPAT,ASTOR,14,1.32879593267373,103.912963648128,1,1,3
HILLVIEW AVENUE,MONTROSA,23,1.35693556334253,103.76007349379,1,0,1
SIN MING WALK,THE GARDENS AT BISHAN,20,1.36398882755656,103.832454528024,2,1,2
LORONG 39 GEYLANG,SIMS DORADO,14,1.31578022165817,103.890338973057,5,4,4
ROBIN ROAD,ROBIN REGALIA,10,1.31670861764983,103.828357677349,8,1,2
TAMPINES STREET 34,THE EDEN AT TAMPINES,18,1.35598176439186,103.959457084875,3,3,1
PAYA LEBAR ROAD,LE CRESCENDO,14,1.33049714674003,103.888409268781,0,3,4
SERANGOON AVENUE 2,SUNGLADE,19,1.34827951654326,103.871668377219,4,2,3
ST. PATRICK'S ROAD,ST PATRICK'S LOFT,15,1.30856471509519,103.913272578012,6,1,1
HILLVIEW AVENUE,HILLTOP GROVE,23,1.35714997234684,103.759135712247,1,0,1
EWE BOON ROAD,THE PRINCETON,10,1.31665012474217,103.832715915545,8,1,4
BALESTIER ROAD,RITZ MANSIONS,12,1.32494988058305,103.852604556459,2,1,0
SHAN ROAD,THE MARQUE @ IRRAWADDY,12,1.32590458180222,103.845997985457,9,3,2
TANAH MERAH KECHIL ROAD,EAST MEADOWS,16,1.32826701515823,103.944420164383,5,1,1
LORONG 26 GEYLANG,SUNFLOWER MANSIONS,14,1.31208149865107,103.885052375181,5,6,4
ANSON ROAD,INTERNATIONAL PLAZA,2,1.27588674266836,103.845923793168,1,6,12
YISHUN STREET 81,ORCHID PARK CONDOMINIUM,27,1.41345822654196,103.835186431485,4,3,1
JOO CHIAT TERRACE,THE MINT RESIDENCES,15,1.31497453024316,103.904958377267,2,1,1
JALAN JURONG KECHIL,SHERWOOD CONDOMINIUM,21,1.34502932055631,103.76800045525,2,0,1
PAYA LEBAR ROAD,PAYA LEBAR RESIDENCES,14,1.31583675363618,103.892746648427,5,6,3
UPPER CHANGI ROAD EAST,CHANGI GREEN,16,1.34477114972093,103.963820610847,2,2,1
YISHUN AVENUE 11,THE CANOPY,27,1.4238543175594,103.848078487443,5,2,0
TANJONG KATONG ROAD,RESIDENTIAL APARTMENTS,15,1.30838100845761,103.894919104455,8,0,1
SHELFORD ROAD,KELLETT COURT,11,1.32746244374854,103.811146600687,7,2,3
WOODLANDS DRIVE 16,LA CASA,25,1.43188746099951,103.797920739127,8,3,1
TEMBELING ROAD,SANDALWOOD,15,1.31009067550238,103.90295700904,7,2,1
PEMIMPIN DRIVE,MARYMOUNT VIEW,20,1.3528215273169,103.840916790896,12,0,4
LORONG M TELOK KURAU,LE MERRITT,15,1.31085326886181,103.913484889321,7,0,1
JALAN LOYANG BESAR,BLUWATERS 2,17,1.38005079580315,103.96390014473,1,0,0
HOLLAND AVENUE,WILLYN VILLE,10,1.31186101124359,103.796458882542,0,3,4
TAMPINES CENTRAL 7,THE TAMPINES TRILLIANT,18,1.35892339007701,103.940498383792,8,1,2
WILKIE ROAD,WILKIE 48,9,1.30252103215856,103.848368211637,3,6,10
THOMSON ROAD,ENG AUN MANSION,11,1.32316071397544,103.842053022507,8,4,2
HAIG ROAD,HAIG RESIDENCES,15,1.30695223756533,103.899103154418,8,1,2
PRINCE CHARLES CRESCENT,TANGLIN VIEW,3,1.29182877953015,103.818366893396,2,0,1
ROSYTH ROAD,GILLENIA,19,1.36290401961155,103.878886421716,0,0,1
TANAH MERAH KECHIL ROAD SOUTH,TANAH MERAH MANSION,16,1.32188028968075,103.947114661697,2,0,2
