property_key,contractDate,price
p-bf5e962d5,2019-09-01,903000.0
p-5426f8920,2019-09-01,920000.0
p-dfccad36a,2019-09-01,925000.0
p-6339a68aa,2019-09-01,1690000.0
p-28d1199d5,2019-09-01,1810000.0
p-1eebc189c,2019-09-01,680000.0
p-917c9b22c,2019-09-01,2100000.0
p-fd45186c6,2019-09-01,1050000.0
p-b474d2793,2019-09-01,1180000.0
p-3c6720f20,2019-09-01,1148000.0
p-f51a6e6e9,2019-09-01,698000.0
p-e71cafe4d,2019-09-01,662500.0
p-3dad3404b,2019-09-01,1255000.0
p-92142091c,2019-09-01,2630000.0
p-21f4a0b33,2019-09-01,6600000.0
p-1e9cd093e,2019-09-01,1238000.0
p-fb780b86f,2019-09-01,953000.0
p-fd1e94a4b,2019-09-01,638000.0
p-ef7ab9f07,2019-09-01,888888.0
p-73f86c3ac,2019-09-01,747000.0
p-9d970120a,2019-09-01,7380000.0
p-05f2273b1,2019-09-01,1438000.0
p-8abe955e9,2019-09-01,1049000.0
p-485a70ffe,2019-09-01,2220000.0
p-b7c5a424e,2019-09-01,10380000.0
p-a82a12047,2019-09-01,2280000.0
p-154e7ea6d,2019-09-01,910000.0
p-b77872272,2019-09-01,2400500.0
p-e0a4cede5,2019-09-01,950000.0
p-5d74c1fa9,2019-09-01,32000000.0
p-9eb8b57c6,2019-09-01,7700000.0
p-b1e15b857,2019-09-01,698000.0
p-028d47e35,2019-09-01,1850000.0
p-966cf4371,2019-09-01,590000.0
p-5c915f2d1,2019-09-01,1800000.0
p-fd87eaf9f,2019-09-01,1470000.0
p-227fe9ba9,2019-09-01,1692000.0
p-b320bd848,2019-09-01,1550000.0
p-21b93cd67,2019-09-01,3360000.0
p-a020ff8ad,2019-09-01,1820000.0
p-b44039ce0,2019-09-01,1920000.0
p-ee46bb5bf,2019-09-01,2700000.0
p-189d7f8f7,2019-09-01,1360000.0
p-babd7df42,2019-09-01,1450000.0
p-5e56bf85a,2019-09-01,2100000.0
p-82ea2a90f,2019-09-01,3985000.0
p-02863a57a,2019-09-01,1820000.0
p-613e14245,2019-09-01,1300000.0
p-230b5b2e7,2019-09-01,1950000.0
p-bd0014692,2019-09-01,1300000.0
p-65eb81309,2019-09-01,1120000.0
p-30002b93a,2019-09-01,1600000.0
p-aea1907ac,2019-09-01,2250000.0
p-45beb7f01,2019-09-01,1880000.0
p-e0bd772a9,2019-09-01,635000.0
p-72a1c3ce6,2019-09-01,2460000.0
p-2335ee1e5,2019-09-01,1800000.0
p-36540c116,2019-09-01,1138000.0
p-aeb4488f6,2019-09-01,2788000.0
p-bad21f72d,2019-09-01,2390000.0
p-f3de3748d,2019-09-01,480000.0
p-614169a95,2019-09-01,940000.0
p-38696b309,2019-09-01,2080000.0
p-b40ab83a5,2019-09-01,650000.0
p-0b6ef011a,2019-09-01,530888.0
p-d3952c11c,2019-09-01,1598888.0
p-07ac5e2c3,2019-09-01,1115000.0
p-0c7e9c359,2019-09-01,870000.0
p-369d114de,2019-09-01,815000.0
p-ce53c9ca5,2019-09-01,580000.0
p-608fee342,2019-09-01,702000.0
p-ba60ff4c8,2019-09-01,1090000.0
p-516878877,2019-09-01,715000.0
p-eb3016fa0,2019-09-01,2470000.0
p-054d03f21,2019-09-01,1680000.0
p-1a5fc8aaf,2019-09-01,2100545.0
p-d08152132,2019-09-01,1600000.0
p-e48746f96,2019-09-01,1150000.0
p-b3655a638,2019-09-01,863000.0
p-8d9502c50,2019-09-01,3060000.0
p-0ece60871,2019-09-01,1600000.0
p-11b6b51bb,2019-09-01,1914000.0
p-217d2f381,2019-09-01,1850000.0
p-9132c9c61,2019-09-01,480000.0
p-3529cf603,2019-09-01,1855000.0
p-ab9a068d2,2019-09-01,1450000.0
p-88db323a8,2019-09-01,1050000.0
p-6cad15b10,2019-09-01,2940000.0
p-7824a87e3,2019-09-01,2900000.0
p-2b718b25a,2019-09-01,1088000.0
p-7ec153a2c,2019-09-01,3150000.0
p-8f21c7b66,2019-09-01,4500000.0
p-ee3c087ed,2019-09-01,1250000.0
p-f99373f78,2019-09-01,970000.0
p-2b94e17f0,2019-09-01,1546000.0
p-f28142d63,2019-09-01,1598000.0
p-ab0a1a1fa,2019-09-01,888000.0
p-a78353160,2019-09-01,4180000.0
p-0026ecc4e,2019-09-01,1800000.0
p-938217689,2019-09-01,2960000.0
p-32024192a,2019-09-01,2570000.0
p-3be92c49a,2019-09-01,1760000.0
p-739db32d0,2019-09-01,2100000.0
p-4d3c46213,2019-09-01,1215000.0
p-b23fe065f,2019-09-01,1320000.0
p-6fc850499,2019-09-01,1290000.0
p-681733258,2019-09-01,615000.0
p-e90f4be24,2019-09-01,1170000.0
p-a10f6c81a,2019-09-01,2060000.0
p-e2ddff856,2019-09-01,2500000.0
p-4e2c73448,2019-09-01,512500.0
p-134a650dc,2019-09-01,1290000.0
p-66eb1d48b,2019-09-01,867500.0
p-c3d92a719,2019-09-01,1345000.0
p-68f98fd34,2019-09-01,1540000.0
p-b19bbf5f2,2019-09-01,1200000.0
p-7dcfc7290,2019-09-01,1050000.0
p-58eeeeab3,2019-09-01,2560000.0
p-bf10facc0,2019-09-01,480000.0
p-4054a2c00,2019-09-01,883000.0
p-84b77b21d,2019-09-01,921000.0
p-da987b897,2019-09-01,1650000.0
p-f1bfc01b5,2019-09-01,3430000.0
p-8fcd08a1f,2019-09-01,1830000.0
p-4e79df347,2019-09-01,1870000.0
p-5b8d6e466,2019-09-01,1430000.0
p-c487a5fcd,2019-09-01,1460000.0
p-14a54ee3a,2019-09-01,1189000.0
p-0b6916e75,2019-09-01,1200000.0
p-26746465d,2019-09-01,740500.0
p-9267eeea7,2019-09-01,1210000.0
p-bdb39a692,2019-09-01,720000.0
p-4f56425ef,2019-09-01,2268000.0
p-bd65b47a2,2019-09-01,1030000.0
p-f96020ee7,2019-09-01,1575000.0
p-5cce17321,2019-09-01,900000.0
p-546c55851,2019-09-01,966000.0
p-32d58bbc8,2019-09-01,4000000.0
p-3d4b4e42e,2019-09-01,970000.0
p-7efd49b5c,2019-09-01,1190000.0
p-80629aa51,2019-09-01,2780000.0
p-1fe7e0e1f,2019-09-01,2450000.0
p-257f76b39,2019-09-01,1230000.0
p-7729f50de,2019-09-01,1460000.0
p-a9fe42067,2019-09-01,1820000.0
p-2d6efda81,2019-09-01,2485000.0
p-2716bd81b,2019-09-01,1020000.0
p-2ae0295fc,2019-09-01,2530000.0
p-3fc3409b5,2019-09-01,1300000.0
p-cb6c51789,2019-09-01,1270000.0
p-bda38542e,2019-09-01,1800000.0
p-68a77db59,2019-09-01,4000000.0
p-cd4de88f2,2019-09-01,9800000.0
p-3a5346baf,2019-09-01,1880000.0
p-edd6043f3,2019-09-01,830000.0
p-44015074f,2019-09-01,865000.0
p-b174e2325,2019-09-01,1830000.0
p-4fde5ac15,2019-09-01,2300000.0
p-532d15164,2019-09-01,6393600.0
p-904363b96,2019-09-01,1380000.0
p-a3c949eff,2019-09-01,710000.0
p-07c512777,2019-09-01,1395000.0
p-8b9929496,2019-09-01,1310000.0
p-98a5ff5d9,2019-09-01,3440000.0
p-0c49a5431,2019-09-01,1480000.0
p-d10aea1ff,2019-09-01,1001000.0
p-56bf1dd8b,2019-09-01,2580000.0
p-cde43d0a3,2019-09-01,9200000.0
p-2c24e6454,2019-09-01,2820000.0
p-c0f1d328b,2019-09-01,870000.0
p-958ce773b,2019-09-01,1138000.0
p-3a69c2f27,2019-09-01,725000.0
p-c31446561,2019-09-01,1850000.0
p-c3bd5a983,2019-09-01,1068000.0
p-3d43bf6b0,2019-09-01,1250000.0
p-8cef52bb5,2019-09-01,1280000.0
p-2cff7c33f,2019-09-01,2950000.0
p-8a1ce2eba,2019-09-01,950000.0
p-b9231f3fb,2019-09-01,9543000.0
p-f70498f66,2019-09-01,1100000.0
p-2f2dae2c0,2019-09-01,1190000.0
p-c42b9567a,2019-09-01,1550000.0
p-551af0206,2019-09-01,2307000.0
p-9b64c987d,2019-09-01,3225000.0
p-e096022ba,2019-09-01,870000.0
p-934516c49,2019-09-01,2800000.0
p-874dae5de,2019-09-01,1450000.0
p-46487c7d9,2019-09-01,2250000.0
p-1a5f8e8f2,2019-09-01,918000.0
p-ca24071ba,2019-09-01,1260899.0
p-9007302bf,2019-09-01,2070000.0
p-703f5e965,2019-09-01,870000.0
p-9c8021696,2019-09-01,1730000.0
p-506c1784d,2019-09-01,2190000.0
p-4b4996505,2019-09-01,2128000.0
p-4a2572a52,2019-09-01,3880000.0
p-cbae731cb,2019-09-01,860000.0
p-cb063dfa2,2019-09-01,1450000.0
p-c17c39b2d,2019-09-01,3220000.0
p-d04afbb3e,2019-09-01,10500000.0
p-831511e2b,2019-09-01,3440000.0
p-6d661bebd,2019-09-01,2430000.0
p-99391c147,2019-09-01,2830000.0
p-121ceddbd,2019-09-01,1350000.0
p-ff69d4b9b,2019-09-01,755000.0
p-9008b002e,2019-09-01,1180000.0
p-4b5cc5541,2019-09-01,1070000.0
p-2718ba444,2019-09-01,3280000.0
p-ddd8e704b,2019-09-01,9716070.0
p-8052e8726,2019-09-01,750000.0
p-5b577c63a,2019-09-01,1138000.0
p-5e0541cd9,2019-09-01,810000.0
p-1dea4ac9b,2019-09-01,2164385.0
p-aceee0416,2019-09-01,700000.0
p-50ca93932,2019-09-01,940000.0
p-91876b7c7,2019-09-01,845000.0
p-ff92f6a2f,2019-09-01,1880000.0
p-85e50fe05,2019-09-01,720000.0
p-810590750,2019-09-01,988000.0
p-77fd1d979,2019-09-01,872888.0
p-a71bf5cdc,2019-09-01,3768000.0
p-13b7f0df0,2019-09-01,1995117.0
p-a86a0d2a9,2019-09-01,1000000.0
p-fea4088a8,2019-09-01,2000000.0
p-0aeba339f,2019-09-01,1400000.0
p-6a08c4ae7,2019-09-01,1155000.0
p-2d723414e,2019-09-01,1138000.0
p-a7bca832c,2019-09-01,1780000.0
p-b477ed6a7,2019-09-01,488000.0
p-875deed0d,2019-09-01,565000.0
p-be5453bb1,2019-09-01,1260000.0
p-e5b90557a,2019-09-01,735000.0
p-313bef58b,2019-09-01,905000.0
p-2026b7faa,2019-09-01,2302000.0
p-f16f2b15f,2019-09-01,2757500.0
p-1b4d1f1ec,2019-09-01,1188000.0
p-9a92855d3,2019-09-01,1540000.0
p-a7c26b2b5,2019-09-01,1980000.0
p-df3934913,2019-09-01,808000.0
p-17000463b,2019-09-01,10380000.0
p-09e0f3e0b,2019-09-01,2128000.0
p-9eeb37d07,2019-09-01,1725000.0
p-b0d32771f,2019-09-01,2808000.0
p-e48c9c160,2019-09-01,2880000.0
p-b434caa6d,2019-09-01,1200000.0
p-aac8957c9,2019-09-01,1900000.0
p-aae8b802e,2019-09-01,1635000.0
p-6b306195a,2019-09-01,1400000.0
p-2fdad0a67,2019-09-01,1180000.0
p-c9af09a02,2019-09-01,831000.0
p-ad37d5d30,2019-09-01,2920000.0
p-9dcde62bc,2019-09-01,1398000.0
p-dd52b6ca2,2019-09-01,975000.0
p-ca38f124c,2019-09-01,3000000.0
p-4b80b24cd,2019-09-01,1350000.0
p-d27594f1f,2019-09-01,1400000.0
p-0f2db3bf1,2019-09-01,975000.0
p-49469aedd,2019-09-01,1360000.0
p-84c85e8cc,2019-09-01,1450000.0
p-3f4737a0d,2019-09-01,3188000.0
p-b7fece11c,2019-09-01,2505000.0
p-afe2b2756,2019-09-01,1025000.0
p-c10fff58f,2019-09-01,1600000.0
p-c4459bc5a,2019-09-01,1000000.0
p-785506bf2,2019-09-01,930000.0
p-f9afae409,2019-09-01,1500000.0
p-3417ec4d9,2019-09-01,950000.0
p-5f17e0673,2019-09-01,4482600.0
p-52f92c0ea,2019-09-01,1250000.0
p-5cf5a6515,2019-09-01,1700000.0
p-5e054e2b7,2019-09-01,2515000.0
p-324e68935,2019-09-01,2500000.0
p-1dd598c62,2019-09-01,738000.0
p-e737eb274,2019-09-01,3380000.0
p-61c2f6738,2019-09-01,1395000.0
p-eff2e2a3b,2019-09-01,1200000.0
p-54f4ab1c0,2019-09-01,2780000.0
p-507722fa5,2019-09-01,982000.0
p-7575c0258,2019-09-01,1250000.0
p-3ca53dc05,2019-09-01,1955000.0
p-426809a7a,2019-09-01,950000.0
p-22ab346f7,2019-09-01,1215000.0
p-150e5699f,2019-09-01,1195000.0
p-0eb741481,2019-09-01,1000000.0
p-54a763d62,2019-09-01,1100000.0
p-5df14c2df,2019-09-01,1668888.0
p-9ff3df989,2019-09-01,1130000.0
p-4ab609a12,2019-09-01,1500000.0
p-164bc1188,2019-09-01,1060000.0
p-a6ff3718c,2019-09-01,1580000.0
p-a05770796,2019-09-01,742000.0
p-0aba73970,2019-09-01,700000.0
p-02698e1d0,2019-09-01,1049988.0
p-671f3df91,2019-09-01,1220000.0
p-a0e06fd53,2019-09-01,940000.0
p-166668968,2019-09-01,715000.0
p-45d3ad2ea,2019-09-01,910000.0
p-7c69138c5,2019-09-01,1312000.0
p-aee84242a,2019-09-01,2800000.0
p-dd5715b54,2019-09-01,810000.0
p-7fee512a8,2019-09-01,1640000.0
p-4c3044bf9,2019-09-01,3500000.0
p-035c2fcf4,2019-09-01,798000.0
p-b8e331b70,2019-09-01,1145000.0
p-f2799856a,2019-09-01,1380000.0
p-01086b7d6,2019-09-01,2261000.0
p-7092aa902,2019-09-01,1380000.0
p-6d7f5ea2e,2019-09-01,2600000.0
p-5ae8404af,2019-09-01,900000.0
p-510b7388f,2019-09-01,1180000.0
p-1f19524bb,2019-09-01,2000000.0
p-000fc54ce,2019-09-01,1710000.0
p-ab35d19cf,2019-09-01,1420000.0
p-fd4c5905a,2019-09-01,2250000.0
p-b7cb092c1,2019-09-01,2550000.0
p-7d3117b3f,2019-09-01,4020000.0
p-04868c030,2019-09-01,4600000.0
p-7397a6ab3,2019-09-01,1000000.0
p-02b10c72d,2019-09-01,2340000.0
p-59c93f382,2019-09-01,1758000.0
p-a184bda14,2019-09-01,1950000.0
p-ab2c377bf,2019-09-01,3488000.0
p-b1247756b,2019-09-01,900000.0
p-cd6366c7a,2019-09-01,1718888.0
p-43151bf60,2019-09-01,821500.0
p-a17f52324,2019-09-01,907000.0
p-4bbb6ba4c,2019-09-01,768000.0
p-d358ba9de,2019-09-01,1450000.0
p-91e92b3c8,2019-09-01,1380000.0
p-cd1783e8f,2019-09-01,880000.0
p-90d4da595,2019-09-01,955000.0
p-67cc93502,2019-09-01,1020000.0
p-34293f999,2019-09-01,2450000.0
p-4b9f27572,2019-09-01,1638000.0
p-3efc00ab9,2019-09-01,1600000.0
p-840c4b1e6,2019-09-01,1640000.0
p-9fd96a3c0,2019-09-01,6500000.0
p-6e5aee656,2019-09-01,4100000.0
p-a55f22ff4,2019-09-01,4750000.0
p-58e59a070,2019-09-01,804000.0
p-48194dd1c,2019-09-01,3450000.0
p-4c088269a,2019-09-01,1350000.0
p-2af0fe46f,2019-09-01,805000.0
p-4a27c4c7c,2019-09-01,655000.0
p-baaed19a0,2019-09-01,1180000.0
p-b64eca394,2019-09-01,916000.0
p-70e37436c,2019-09-01,905000.0
p-5bfb49fff,2019-09-01,1030000.0
p-c26ee36d3,2019-09-01,822500.0
p-0f563604b,2019-09-01,1550000.0
p-87f874bb9,2019-09-01,955000.0
p-0cc3eea79,2019-09-01,880000.0
p-e5a5d1855,2019-09-01,1670000.0
p-fb56b4014,2019-09-01,1650000.0
p-6da30621e,2019-09-01,2030000.0
p-3defb960b,2019-09-01,3400000.0
p-1528582fc,2019-09-01,3748000.0
p-cb00a8f24,2019-09-01,1628000.0
p-5bbe3d8c5,2019-09-01,1980000.0
p-0cf022259,2019-09-01,990000.0
p-bb872598d,2019-09-01,1310000.0
p-3f808574d,2019-09-01,2900000.0
p-6035c906c,2019-09-01,3888000.0
p-2720cff1b,2019-09-01,800000.0
p-8e54e102d,2019-09-01,720000.0
p-0dbcf370c,2019-09-01,2525000.0
p-06887adc7,2019-09-01,1650000.0
p-b707de4cd,2019-09-01,1276250.0
p-e4632419c,2019-09-01,1250000.0
p-fc5299c6e,2019-09-01,2180000.0
p-f0826d6c1,2019-09-01,1880000.0
p-b82e3c41c,2019-09-01,1530000.0
p-b53912635,2019-09-01,1200000.0
p-030f0f495,2019-09-01,1750000.0
p-2db433291,2019-09-01,1115000.0
p-e737e65dd,2019-09-01,1050000.0
p-98f57ac91,2019-09-01,3280000.0
p-c9ba64d66,2019-09-01,1700000.0
p-fc3f68366,2019-09-01,1860000.0
p-03557b797,2019-09-01,1880000.0
p-e1ae1a371,2019-09-01,825000.0
p-3cede7a39,2019-09-01,1260000.0
p-d2948c095,2019-09-01,1300000.0
p-a34803066,2019-09-01,5720000.0
p-0407a9f39,2019-09-01,2900000.0
p-28e266274,2019-09-01,2750000.0
p-dea9e0413,2019-09-01,1000000.0
p-95e7733a6,2019-09-01,950000.0
p-e108617e0,2019-09-01,2720000.0
p-2491da760,2019-09-01,1518000.0
p-e01fef466,2019-09-01,1090000.0
p-5082f3e3d,2019-09-01,1100000.0
p-188e75d0d,2019-09-01,1288000.0
p-e847e8035,2019-09-01,2790000.0
p-e7dcfadd8,2019-09-01,1215000.0
p-1ccd79fe9,2019-09-01,2100000.0
p-09eccf34e,2019-09-01,1480000.0
p-4ba617fcd,2019-09-01,1675000.0
p-bdf493dcc,2019-09-01,1020000.0
p-690ef466e,2019-09-01,1270000.0
p-27214acfa,2019-09-01,815000.0
p-3ca3ef471,2019-09-01,1160000.0
p-31c2f77c6,2019-09-01,1180000.0
p-e528654f3,2019-09-01,3050000.0
p-835eafab5,2019-09-01,1170000.0
p-2e758040f,2019-09-01,5100000.0
p-6e63dcaee,2019-09-01,1280000.0
p-0cde43e21,2019-09-01,760000.0
p-8b6d989ad,2019-09-01,1320000.0
p-78a577cf9,2019-09-01,918000.0
p-5240b940f,2019-09-01,720000.0
p-874c3ac65,2019-09-01,985000.0
p-cf5e6c6a9,2019-09-01,5060000.0
p-4b8d3d65f,2019-09-01,3000000.0
p-e179cffdf,2019-09-01,2200000.0
p-e82005d83,2019-09-01,2900000.0
p-f024a6a2b,2019-09-01,1548000.0
p-90cee3564,2019-09-01,892000.0
p-86a5d5709,2019-09-01,870000.0
p-42153a6a6,2019-09-01,770000.0
p-71f8025ca,2019-09-01,1530000.0
p-e84bec3bc,2019-09-01,1240000.0
p-deac3e1d0,2019-09-01,1320000.0
p-8bcfe3b1e,2019-09-01,860000.0
p-31d275dc3,2019-09-01,1830000.0
p-f0351d78e,2019-09-01,1700000.0
p-634ddd20c,2019-09-01,1758000.0
p-f072af9f4,2019-09-01,1167500.0
p-f2a81cbd9,2019-09-01,2550000.0
p-14c871bbe,2019-09-01,1820000.0
p-931a1ee4d,2019-09-01,2188888.0
p-712113afa,2019-09-01,1850000.0
p-fff6d3de0,2019-09-01,2100000.0
p-3aafa7418,2019-09-01,1155000.0
p-37d5a8bdd,2019-09-01,970000.0
p-5fb9fa15b,2019-09-01,770000.0
p-689ff6336,2019-09-01,1250000.0
p-b507c18f3,2019-09-01,888000.0
p-bd6b43fab,2019-09-01,750000.0
p-4b9b18946,2019-09-01,2950000.0
p-6332d775a,2019-09-01,1430000.0
p-5f58f77db,2019-09-01,5752000.0
p-0b05ba78b,2019-09-01,2150000.0
p-1bf05fb23,2019-09-01,3050000.0
p-ca2d80b73,2019-09-01,775000.0
p-d94124b8f,2019-09-01,928000.0
p-600920ee6,2019-09-01,950000.0
p-8bfcd1c40,2019-09-01,1240000.0
p-375a17a19,2019-09-01,2500000.0
p-8b31905f0,2019-09-01,1710000.0
p-7a219279b,2019-09-01,1295000.0
p-a7de3c811,2019-09-01,1068888.0
p-5561779d7,2019-09-01,950000.0
p-8c30d33b5,2019-09-01,2178000.0
p-5718055a1,2019-09-01,1330000.0
p-c2669311f,2019-09-01,1430000.0
p-48c1d40c2,2019-09-01,2088000.0
p-a84626114,2019-09-01,970000.0
p-e37ce6c7c,2019-09-01,2718880.0
p-903572c5c,2019-09-01,1428000.0
p-273dc8340,2019-09-01,1070000.0
p-a9a7e58c8,2019-09-01,2600000.0
p-4b27e579e,2019-09-01,3688888.0
p-ec9944da8,2019-09-01,1570000.0
p-7bdc5cd35,2019-09-01,685000.0
p-b3db73c89,2019-09-01,675000.0
p-08e131fb5,2019-09-01,1580000.0
p-1a6bcd294,2019-09-01,3000000.0
p-b69726572,2019-09-01,1420000.0
p-389b87f8e,2019-09-01,2263000.0
p-42d0b0d9f,2019-09-01,3550000.0
p-d57b7a1c9,2019-09-01,800000.0
p-219ff29a7,2019-09-01,1170000.0
p-0e7b32ee9,2019-09-01,1360000.0
p-3284d3363,2019-09-01,750000.0
p-22effa82c,2019-09-01,1500000.0
p-24b101692,2019-09-01,2800000.0
p-4ca8c85c4,2019-09-01,1360000.0
p-a862d9887,2019-09-01,849888.0
p-4b729ad59,2019-09-01,2315500.0
p-7abefd877,2019-09-01,1360000.0
p-a6500a80f,2019-09-01,4000000.0
p-d59546892,2019-09-01,1012000.0
p-71da13dd9,2019-09-01,4150000.0
p-15d78ad89,2019-09-01,1340000.0
p-12db63154,2019-09-01,1230000.0
p-3cb8dd891,2019-09-01,1390000.0
p-099fdf5f6,2019-09-01,1700000.0
p-4139f8067,2019-09-01,805000.0
p-1f3cf0bae,2019-09-01,1200000.0
p-9a3412a2c,2019-09-01,875000.0
p-70e2c6ac6,2019-09-01,850000.0
p-ab017adfa,2019-09-01,905000.0
p-3959884e5,2019-09-01,910000.0
p-42ecd6e22,2019-09-01,770000.0
p-351991252,2019-09-01,1200000.0
p-72215b19b,2019-09-01,1260000.0
p-689d5a9a1,2019-09-01,912500.0
p-b63e6170c,2019-09-01,1900000.0
p-7a2da2e52,2019-09-01,800000.0
p-41d2ad8b3,2019-09-01,1300000.0
p-c020ef692,2019-09-01,1300000.0
p-185a36237,2019-09-01,2077020.0
p-a136331d6,2019-09-01,1540000.0
p-3e3f6ebf5,2019-09-01,1490000.0
p-5f61e61cf,2019-09-01,655000.0
p-ed188bac4,2019-09-01,680000.0
p-0f48298a2,2019-09-01,1860000.0
p-ad08b7b95,2019-09-01,925000.0
p-3d6473ce7,2019-09-01,1560000.0
p-3b09f2a0c,2019-09-01,1880000.0
p-c8402beca,2019-09-01,595000.0
p-417443e4f,2019-09-01,958000.0
p-629118675,2019-09-01,2300000.0
p-c6d1f782c,2019-09-01,1333000.0
p-212b09675,2019-09-01,1628000.0
p-bd57d749f,2019-09-01,2700000.0
p-2816627a9,2019-09-01,2200000.0
p-3447dc584,2019-09-01,3080000.0
p-c76727b62,2019-09-01,2800000.0
p-a3b98a7ab,2019-09-01,1555000.0
p-9d6167df5,2019-09-01,1610000.0
p-11c0b2d8b,2019-09-01,1400000.0
p-afd882caa,2019-09-01,1400000.0
p-f6ea6f2e9,2019-09-01,2680000.0
p-c5e541e7f,2019-09-01,1660000.0
p-0395a0615,2019-09-01,2266666.0
p-90c39f0b8,2019-09-01,3138000.0
p-3387b188d,2019-09-01,2600000.0
p-20890832d,2019-09-01,4288000.0
p-2419013a2,2019-09-01,4800000.0
p-ae73e99aa,2019-09-01,865000.0
p-15b127138,2019-09-01,1250000.0
p-14d8bfd22,2019-09-01,2100000.0
p-3066b9437,2019-09-01,2628000.0
p-5cd736d14,2019-09-01,780500.0
p-ea26f37ac,2019-09-01,16500000.0
p-3f3f4d684,2019-09-01,939000.0
p-08dcf97e9,2019-09-01,3629000.0
p-81a3da73b,2019-09-01,2900000.0
p-ed87035ba,2019-09-01,1720000.0
p-beaf9b280,2019-09-01,3698000.0
p-031dcc733,2019-09-01,1740000.0
p-8a94cf74a,2019-09-01,1130000.0
p-2275a7e22,2019-09-01,760000.0
p-7ffbc37ab,2019-09-01,3025000.0
p-5919d8c46,2019-09-01,2330000.0
p-05e08690a,2019-09-01,640000.0
p-5f060c527,2019-09-01,1785000.0
p-91dc4945e,2019-09-01,1570000.0
p-1e1625f05,2019-09-01,1145000.0
p-99cd1df0f,2019-09-01,1115000.0
p-e119da328,2019-09-01,1030000.0
p-b030482ef,2019-09-01,1643000.0
p-7bdcd0a0a,2019-09-01,790000.0
p-142c1502e,2019-09-01,1558000.0
p-acc82b99d,2019-09-01,1200000.0
p-96bff8810,2019-09-01,1188000.0
p-2590211b1,2019-09-01,3344000.0
p-81b79e3eb,2019-09-01,1190000.0
p-bd612ebb1,2019-09-01,1145000.0
p-56ea5de17,2019-09-01,1570000.0
p-5d85799a2,2019-09-01,1590000.0
p-28173a046,2019-09-01,1300000.0
p-0658c7d98,2019-09-01,5500000.0
p-79f1303c2,2019-09-01,1920000.0
p-88e4b7aec,2019-09-01,1650000.0
p-ab70e051d,2019-09-01,1600000.0
p-68af492b9,2019-09-01,980000.0
p-e61e6afea,2019-09-01,690000.0
p-69e937017,2019-09-01,3000000.0
p-91f82ead1,2019-09-01,1800000.0
p-4e52f7c6f,2019-09-01,605000.0
p-6e775583a,2019-09-01,1578190.0
p-8435931d4,2019-09-01,1100000.0
p-17b6b0977,2019-09-01,718000.0
p-fdff3b6ab,2019-09-01,6000000.0
p-423e5ee4d,2019-09-01,3300000.0
p-7133bd1c4,2019-09-01,1518000.0
p-c33b76528,2019-09-01,1880000.0
p-d967c8166,2019-09-01,1360000.0
p-4c6ea47dc,2019-09-01,1900000.0
p-85997c777,2019-09-01,1600000.0
p-e0255a8b0,2019-09-01,908000.0
p-333c7198f,2019-09-01,615000.0
p-cbfe1b6c1,2019-09-01,600000.0
p-309ba5c38,2019-09-01,1015000.0
p-6802e1382,2019-09-01,785000.0
p-c2a971e03,2019-09-01,1680000.0
p-aabd898ac,2019-09-01,2420000.0
p-9b6f6e87b,2019-09-01,1520000.0
p-afada2896,2019-09-01,1950000.0
p-f5cf5cb2a,2019-09-01,1050000.0
p-aa5388381,2019-09-01,525000.0
p-cf111982c,2019-09-01,8084000.0
p-e76bcf0cb,2019-09-01,900000.0
p-9b3826c7e,2019-09-01,1420000.0
p-0fbe75465,2019-09-01,4399999.0
p-52f246066,2019-09-01,998888.0
p-924550d29,2019-09-01,1200000.0
p-7b23e42ea,2019-09-01,885000.0
p-6f25b5352,2019-09-01,910000.0
p-51a4f016a,2019-09-01,775800.0
p-0d4d665d2,2019-09-01,850000.0
p-1ad06e258,2019-09-01,670000.0
p-7f3161e12,2019-09-01,1121500.0
p-c9fd40fd5,2019-09-01,1290000.0
p-7e0effb50,2019-09-01,3500000.0
p-f28ed692f,2019-09-01,1455000.0
p-63d887196,2019-09-01,4713000.0
p-def209c9c,2019-09-01,820000.0
p-257ec1b3e,2019-09-01,1683000.0
p-96ab7c9cf,2019-09-01,1140000.0
p-6f11511cf,2019-09-01,1500000.0
p-405004be9,2019-09-01,853000.0
p-b74a1e97d,2019-09-01,1450000.0
p-efbe4b4fb,2019-09-01,1950000.0
p-5d27d00ae,2019-09-01,3010000.0
p-fd00248b6,2019-09-01,1698000.0
p-1b7bc9398,2019-09-01,2555000.0
p-6a9be1943,2019-09-01,3150000.0
p-53841752e,2019-09-01,750000.0
p-51d69af17,2019-09-01,2888000.0
p-369202760,2019-09-01,1830000.0
p-da4f22081,2019-09-01,1481000.0
p-44abd5f46,2019-09-01,770000.0
p-0dc4f4832,2019-09-01,3000000.0
p-0f30928c0,2019-09-01,1388000.0
p-a0c1e55f2,2019-09-01,860000.0
p-93e2f063e,2019-09-01,1480000.0
p-402226326,2019-09-01,2018000.0
p-2cbcf3862,2019-09-01,1650000.0
p-52475e9e6,2019-09-01,1520000.0
p-63c7c41b4,2019-09-01,2950000.0
p-d6111a870,2019-09-01,1250000.0
p-2c48db188,2019-09-01,750000.0
p-7d06246f5,2019-09-01,1190000.0
p-c35d8f9c7,2019-09-01,1278000.0
p-c4af41db6,2019-09-01,1108000.0
p-2ec0f521e,2019-09-01,738000.0
p-2e29c0058,2019-09-01,1893888.0
